id,title,text,source
wiki_15271,Information retrieval,"multiple tasks and domains. MS MARCO has also been adopted in the TREC Deep Learning Tracks, where it serves as a core dataset for evaluating advances in",Wikipedia
wiki_59211466,Convolutional layer,"2017, as networks grew increasingly deep. Convolutional neural network Pooling layer Feature learning Deep learning Computer vision Goodfellow, Ian; Bengio",Wikipedia
wiki_43742131,De novo peptide sequencing,"interests of applying deep learning techniques to de novo peptide sequencing. In 2017 Tran et al. proposed DeepNovo, the first deep learning based de novo sequencing",Wikipedia
wiki_65380994,Huang's law,deliver &quot;dramatic growth in deep learning architecture.&quot; &quot;The magic&quot; of Huang&#039;s law promise is that as nascent deep learning powered software becomes more,Wikipedia
wiki_34129348,Jeremy Howard (entrepreneur),"introductory courses, develops software, and conducts research in the area of deep learning. Previously he founded and led Fastmail, Optimal Decisions Group and",Wikipedia
wiki_54022970,PyTorch,"PyTorch is an open-source deep learning library, originally developed by Meta Platforms and currently developed with support from the Linux Foundation",Wikipedia
wiki_1700176,Cognitive architecture,science Commonsense reasoning Computer architecture Conceptual space Deep learning Google Brain Image schema Knowledge level Modular Cognition Framework,Wikipedia
wiki_52801963,AlexNet,"runner-up. The architecture influenced a large number of subsequent work in deep learning, especially in applying neural networks to computer vision. AlexNet",Wikipedia
wiki_73250413,Fine-tuning,"Wiktionary, the free dictionary. Fine-tuning may refer to: Fine-tuning (deep learning) Fine-tuning (physics) Fine-tuned universe Tuning (disambiguation) This",Wikipedia
wiki_2052726,Wafer-scale integration,"notably massively parallel supercomputers, but is now being employed for deep learning. The name is taken from the term very-large-scale integration, the state",Wikipedia
wiki_13274389,Articulated body pose estimation,"gradient-based optimization in the parameter estimation. Since about 2016, deep learning has emerged as the dominant method for performing accurate articulated",Wikipedia
wiki_73713333,Neural scaling law,"scaling laws beyond training to the deployment phase. In general, a deep learning model can be characterized by four parameters: model size, training",Wikipedia
wiki_27374941,Anti-aliasing,"techniques: Deep learning anti-aliasing (DLAA), a type of spatial and temporal anti-aliasing method relying on dedicated tensor core processors. Deep learning super",Wikipedia
wiki_24029,Peptide,"the pharmaceutical market is based on peptide products. Machine learning and deep learning architectures are extensively utilized to classify, screen, and",Wikipedia
wiki_65732325,VAST Data,"a data platform purpose-built for artificial intelligence (AI) and deep learning applications. The company&#039;s platform combines storage, database, and",Wikipedia
wiki_1398487,Super-resolution imaging,"network computing to perform super-resolution image construction. For example, deep convolutional networks were used to generate a 1500x scanning electron microscope",Wikipedia
wiki_1338305,Privacy policy,websites of companies. One study uses natural language processing and deep learning as a proposed solution to automatically assess the efficiency of companies&#039;,Wikipedia
wiki_65401146,Biological data,"data-intensive machine learning methods to biological data, such as deep learning (DL), reinforcement learning (RL), and their combination (deep RL). These methods",Wikipedia
wiki_73175547,High-Flyer,"High-Flyer established Fire-Flyer I, a supercomputer that focuses on AI deep learning. It cost approximately 200 million Yuan. In 2021, Fire-Flyer I was retired",Wikipedia
wiki_2327319,Texture synthesis,"and faster than pixel-based texture synthesis methods. More recently, deep learning methods were shown to be a powerful, fast and data-driven, parametric",Wikipedia
wiki_505717,Image segmentation,biomarker extraction). The modern approach to the problem is the use of deep learning architectures developed to encompass the main challenges of separating,Wikipedia
wiki_3267504,Optical music recognition,"the most cited paper on OMR research as of 2019. With the advent of deep learning, many computer vision problems have shifted from imperative programming",Wikipedia
wiki_55867424,Residual neural network,neural network (also referred to as a residual network or ResNet) is a deep learning architecture in which the layers learn residual functions with reference,Wikipedia
wiki_62365540,LeNet,"neural networks and was historically important during the development of deep learning. In general, when LeNet is referred to without a number, it refers to",Wikipedia
wiki_76900589,Llama.cpp,"Saurabhsingh; Sharma, Tushar (4 June 2024). &quot;Benchmarking Emerging Deep Learning Quantization Methods for Energy Efficiency&quot;. 2024 IEEE 21st International",Wikipedia
wiki_77802751,VGGNet,"He, Kaiming; Zhang, Xiangyu; Ren, Shaoqing; Sun, Jian (2016). &quot;Deep Residual Learning for Image Recognition&quot;. 2016 IEEE Conference on Computer Vision",Wikipedia
wiki_51399698,Thought vector,"Thought vector is a term popularized by Geoffrey Hinton, the prominent deep-learning researcher, which uses vectors based on natural language to improve",Wikipedia
wiki_11446118,Jonathan Rothberg,"The companies focus on using inflection points in medicine, such as deep learning, next-generation sequencing, and the silicon supply chain, to address",Wikipedia
wiki_57179040,U-Net,"Jian, Cheng-Yuan; Yang, Yong-Cheng; Lin, Chun-Liang (2023-02-14). &quot;Deep learning based atomic defect detection framework for two-dimensional materials&quot;",Wikipedia
wiki_42368490,Robust principal component analysis,learnable/trainable algorithm can be unfolded as a deep neural network whose parameters can be learned via machine learning techniques from a given dataset or problem,Wikipedia
wiki_43169442,Deeplearning4j,"support for deep learning algorithms. Deeplearning4j includes implementations of the restricted Boltzmann machine, deep belief net, deep autoencoder,",Wikipedia
wiki_16779711,Advanced Vector Extensions,instructions for deep learning. AVX-512 Fused Multiply Accumulation Packed Single precision (4FMAPS) – vector instructions for deep learning. VPOPCNTDQ –,Wikipedia
wiki_667678,Side-channel attack,"involve similar statistical techniques as power-analysis attacks. A deep-learning-based side-channel attack, using the power and EM information across",Wikipedia
wiki_1360091,Backpropagation,"TD-Gammon&quot;. Reinforcement Learning: An Introduction (2nd ed.). Cambridge, MA: MIT Press. Schmidhuber, Jürgen (2015). &quot;Deep learning in neural networks: An",Wikipedia
wiki_71802991,GeForce RTX 40 series,"for hardware-accelerated real-time ray tracing, and fourth-generation deep-learning-focused Tensor Cores. Architectural highlights of the Ada Lovelace architecture",Wikipedia
wiki_33797499,Steerable filter,"shape-from-shading. The principle of steerability has been generalized in deep learning to create equivariant neural networks, which can recognize features",Wikipedia
wiki_57570100,DeepScale,"computer vision. By developing smaller DNNs, the firm has been able to run deep learning on scaled-down processing hardware such as smartphones and automotive-grade",Wikipedia
wiki_4107,Boltzmann distribution,"energy-based models and deep Boltzmann machine. In deep learning, the Boltzmann machine is considered to be one of the unsupervised learning models. In the design",Wikipedia
wiki_63427315,Michael Bronstein,"known for his research on deformable 3D shape analysis and &quot;geometric deep learning&quot; (a term he coined), generalizing neural network architectures to manifolds",Wikipedia
wiki_79559379,Music source separation,"vocal, drums, bass, and other categories from a single audio file. Deep learning advancements and new processing models such as Wav-U-Net for neural",Wikipedia
wiki_71062349,CuPy,"in v9.0. CuPy has been initially developed as a backend of Chainer deep learning framework, and later established as an independent project in 2017.",Wikipedia
wiki_63359350,Region Based Convolutional Neural Networks,Alexander J. (2024). &quot;14.8. Region-based CNNs (R-CNNs)&quot;. Dive into deep learning. Cambridge New York Port Melbourne New Delhi Singapore: Cambridge University,Wikipedia
wiki_80384572,Neural field,"Ian; Bengio, Yoshua; Courville, Aaron (2016). Deep learning. Adaptive computation and machine learning. Cambridge, Mass: The MIT press. ISBN 978-0-262-03561-3",Wikipedia
wiki_68162942,Graph neural network,"passing&quot; for such approaches. In the more general subject of &quot;geometric deep learning&quot;, certain existing neural network architectures can be interpreted as",Wikipedia
wiki_263636,Connectionism,"marked by advances in deep learning, which have made possible the creation of large language models. The success of deep-learning networks in the past",Wikipedia
wiki_75735086,Hailo Technologies,for edge devices launched in 2024. The Hailo AI Software Suite allows deep learning models to be built and AI applications to be implemented. It includes,Wikipedia
wiki_10682185,15,"old is the age of Quinceañera 15 (software engineer), creator of the deep learning speech synthesis application 15.ai Fifteenth (disambiguation) Line 15",Wikipedia
wiki_74989697,FaceNet,Conference on Computer Vision and Pattern Recognition. The system uses a deep convolutional neural network to learn a mapping (also called an embedding),Wikipedia
wiki_83010027,SGLang,"Network Exchange TensorRT-LLM vLLM Comparison of deep learning software Comparison of machine learning software &quot;LMSYS&quot;. GitHub. GitHub, Inc. Retrieved",Wikipedia
wiki_69833674,Hai Li,"physical artificial neurons, and on deep learning, techniques for using deep neural networks in machine learning. She is Marie Foote Reel E’46 Distinguished",Wikipedia
wiki_65304630,Shirley Ho,"cosmology, deep learning and its applications in astrophysics and data science. In particular, she is interested in developing and deploying deep learning to",Wikipedia
wiki_78148688,MobileNet,efficiently on mobile devices with TensorFlow Lite. The need for efficient deep learning models on mobile devices led researchers at Google to develop MobileNet,Wikipedia
wiki_2116495,Jensen Huang,Fei-Fei Li for their groundbreaking contributions to neural networks and deep learning algorithms February 2025: Awarded the Queen Elizabeth Prize for Engineering,Wikipedia
wiki_390214,Graphics processing unit,&quot;Large-scale deep unsupervised learning using graphics processors&quot;. Proceedings of the 26th Annual International Conference on Machine Learning – ICML &#039;09,Wikipedia
wiki_83023475,TensorRT,optimization runtime developed by Nvidia for deploying trained deep learning and machine learning models on graphics processing units (GPUs). It can import,Wikipedia
wiki_2862,AI-complete,"(2020), &quot;AI-Completeness: Using Deep Learning to Eliminate the Human Factor&quot;, in Skansi, Sandro (ed.), Guide to Deep Learning Basics: Logical, Historical",Wikipedia
wiki_61504109,Computer Vision Annotation Tool,"interpolation of shapes between key frames, semi-automatic annotation using deep learning models, shortcuts for most critical actions, a dashboard with a list",Wikipedia
wiki_62078649,Variational autoencoder,Artificial neural network Deep learning Generative adversarial network Representation learning Sparse dictionary learning Data augmentation Backpropagation,Wikipedia
wiki_13793747,Group method of data handling,modern machine learning techniques and is recognised as one of the earliest approaches to automated machine learning and deep learning. A GMDH model with,Wikipedia
wiki_79227492,Deep tomographic reconstruction,Deep Tomographic Reconstruction is a set of methods for using deep learning methods to perform tomographic reconstruction of medical and industrial images,Wikipedia
wiki_62504675,OneAPI (compute acceleration),"spans several domains, including libraries for linear algebra, deep learning, machine learning, video processing, and others. The source code of parts of",Wikipedia
wiki_55375136,Highway network,"In machine learning, the Highway Network was the first working very deep feedforward neural network with hundreds of layers, much deeper than previous",Wikipedia
wiki_83015764,VLLM,OpenVINO Open Neural Network Exchange Comparison of deep learning software Comparison of machine learning software List of software developed at universities,Wikipedia
wiki_48198256,Emotion recognition,"commonly used machine learning algorithms include Support Vector Machines (SVM), Naive Bayes, and Maximum Entropy. Deep learning, which is under the unsupervised",Wikipedia
wiki_74826000,Runway (company),"their latent diffusion model called Stable Diffusion, an open-source deep learning text-to-image model developed with the CompVis Group at LMU Munich and",Wikipedia
wiki_49242352,AlphaGo,"knowledge previously acquired by machine learning, specifically by an artificial neural network (a deep learning method) by extensive training, both from",Wikipedia
wiki_52630840,SpaCy,usage. spaCy also supports deep learning workflows that allow connecting statistical models trained by popular machine learning libraries like TensorFlow,Wikipedia
wiki_113021,Intrusion detection system,&quot;Network intrusion detection system: A systematic study of machine learning and deep learning approaches&quot;. Transactions on Emerging Telecommunications Technologies,Wikipedia
wiki_55933511,Regina Barzilay,"research interests are in natural language processing and applications of deep learning to chemistry and oncology. Barzilay was born in Chișinău, Moldova and",Wikipedia
wiki_50568835,David Silver (computer scientist),"London. From 2013 to 2026, Silver worked full-time at DeepMind, leading reinforcement learning research. He notably led the development of AlphaGo and",Wikipedia
wiki_75995640,Hidden layer,"Smola, Alexander J. (2024). &quot;5.1. Multilayer Perceptrons&quot;. Dive into deep learning. Cambridge New York Port Melbourne New Delhi Singapore: Cambridge University",Wikipedia
wiki_70132318,Biomedical data science,"transformed by the integration of deep learning, particularly through the use of Convolutional Neural Networks. Deep learning started from researchers manually",Wikipedia
wiki_66303034,DALL-E,(stylised DALL·E) are text-to-image models developed by OpenAI using deep learning methodologies to generate digital images from natural language descriptions,Wikipedia
wiki_51443362,Data augmentation,"recently, data augmentation studies have begun to focus on the field of deep learning, more specifically on the ability of generative models to create artificial",Wikipedia
wiki_66862303,Samy Bengio,"2010s deep learning revolution by showing how to explore the many learned representations obtained through deep learning, one of the first deep learning approaches",Wikipedia
wiki_57187037,Carol E. Reiley,"around them&quot;. www.theverge.com. August 30, 2016. &quot;Garage startup uses deep learning to teach cars to drive&quot;. USA Today. &quot;Drive.ai&#039;s Carol Reiley: Women",Wikipedia
wiki_30531,Toxicology,"Ceulemans H, et al. (December 2014). Deep learning as an opportunity in virtual screening (PDF). Proceedings of the deep learning workshop at NIPS. Vol. 27. pp",Wikipedia
wiki_52513310,Apache MXNet,"Apache MXNet is an open-source deep learning software framework that trains and deploys deep neural networks. It aims to be scalable, allows fast model",Wikipedia
wiki_1309220,Imputation (statistics),"taken. As expected, the combination of both uncertainty estimation and deep learning for imputation is among the best strategies and has been used to model",Wikipedia
wiki_34061548,Feature scaling,"Since the range of values of raw data varies widely, in some machine learning algorithms, objective functions will not work properly without normalization",Wikipedia
wiki_63165435,Halicin,"James Collins, at the MIT Jameel Clinic in 2019 using an in silico deep learning approach, as a likely broad-spectrum antibiotic. The process took just",Wikipedia
wiki_81711837,Deep Voodoo,Deep Voodoo is an artificial intelligence-based visual effects studio created by Matt Stone and Trey Parker in 2020. The studio utilizes deepfake technology,Wikipedia
wiki_51545339,Apache SINGA,"development of a distributed, efficient, scalable, and easy-to-use deep learning platform for large scale data analytics. The SINGA project was initiated",Wikipedia
wiki_64253095,Alexander Mathis,"odor-guided navigation, social behaviors, motor learning, and the cocktail party problem. He employed deep learning methods and experimentally testable computational",Wikipedia
wiki_51650259,Keras,units (TPU). Comparison of deep-learning software &quot;Release 3.15.0&quot;. 24 June 2026. Retrieved 25 June 2026. &quot;Keras: Deep Learning for humans&quot;. keras.io. Retrieved,Wikipedia
wiki_64180478,Pruning (artificial neural network),"In deep learning, pruning is the practice of removing parameters from an existing artificial neural network. The goal of this process is to reduce the",Wikipedia
wiki_53932,Euclidean distance,"David (2004), Precalculus: A Problems-Oriented Approach (6th ed.), Cengage Learning, p. 698, ISBN 978-0-534-40212-9 Aufmann, Richard N.; Barker, Vernon C.;",Wikipedia
wiki_21063012,Cirrascale Cloud Services,"Craftsman Capital Partners later in 2017. Cirrascale Cloud Services offers deep learning infrastructure solutions[buzzword] for self-driving vehicles, medical",Wikipedia
wiki_46705992,DeepFace,DeepFace is a deep learning facial recognition system created by a research group at Facebook. It identifies human faces in digital images. The program,Wikipedia
wiki_77635310,Stefanie Jegelka,scientist whose research in machine learning includes submodular optimization in computer vision and deep learning for graph neural networks. She is an,Wikipedia
wiki_11053817,Ontology learning,"Ontology learning (ontology extraction, ontology augmentation generation, ontology generation, or ontology acquisition) is the automatic or semi-automatic",Wikipedia
wiki_32849051,Deborah Kenny,"Deeper Learning Institute, a graduate school and learning lab embedded in the HVA campus. Kenny has advocated for the importance of deeper learning in",Wikipedia
wiki_44284666,Perceptual hashing,authentication. Research reported in May 2020 by the University of Houston in deep learning based perceptual hashing for audio has shown better performance than,Wikipedia
wiki_18284405,Caffe,"as an alternative spelling of café Caffe (software), a library for deep learning Caffa (disambiguation) This disambiguation page lists articles associated",Wikipedia
wiki_59466894,Ronald Summers,His lab has conducted research applying artificial intelligence and deep learning to radiology. Summers received his B.A. degree in physics from the University,Wikipedia
wiki_57667862,NVDLA,The NVIDIA Deep Learning Accelerator (NVDLA) is an open-source hardware neural network AI accelerator created by Nvidia. The accelerator is written in,Wikipedia
wiki_81348246,Vision-language model,"rule-based text templates to generate descriptions. With the rise of deep learning, neural networks became dominant in image captioning. In 2015, methods",Wikipedia
wiki_10531718,Graph cuts in computer vision and artificial intelligence,standalone method for general object recognition declined with the advent of deep learning. The primary limitations include: Semantic gap: Graph cuts rely on low-level,Wikipedia
wiki_1439081,Facial Action Coding System,the resulting face mesh then being used to render the finished face. Deep-learning techniques can be used to determine the FACS vectors from face images,Wikipedia
wiki_33186583,Xeon Phi,Benefit Machine Learning/Deep Learning Apps and Frameworks&quot;. software.intel.com. &quot;Introducing the Intel Xeon Phi Processor – Your Path to Deeper Insight&quot;. Intel,Wikipedia
wiki_54133326,WaveNet,"voice model by modeling the raw audio of the voice actor samples. 15.ai Deep learning speech synthesis van den Oord, Aaron; Dieleman, Sander; Zen, Heiga;",Wikipedia
wiki_62406548,Aidoc,has also been performed to test the diagnostic performance of Aidoc&#039;s deep learning-based triage system for the flagging of acute findings in abdominal,Wikipedia
wiki_419259,Survival analysis,semi-parametric distributions while jointly learning representations of the input covariates. Deep learning approaches have shown superior performance,Wikipedia
wiki_76175061,Cambricon Technologies,"2008 aimed to develop a brain-inspired processor chip specialized for deep learning. CAS set aside 10 million yuan to fund the project. In March 2016, the",Wikipedia
wiki_79208372,Minerva (model),"of understanding and generating human-like text. This model utilizes deep learning techniques, specifically a Transformer architecture, to process and",Wikipedia
wiki_1167455,Recursive self-improvement,"receive super-human feedback in its training processes. In May 2025, Google DeepMind unveiled AlphaEvolve, an evolutionary coding agent that uses a LLM to",Wikipedia
wiki_53631046,Caffe (software),"Caffe (Convolutional Architecture for Fast Feature Embedding) is a deep learning framework, originally developed at University of California, Berkeley",Wikipedia
wiki_66774742,Prateek Sharma (gastroenterologist),"Prateek; Hassan, Cesare (April 2022). &quot;Artificial Intelligence and Deep Learning for Upper Gastrointestinal Neoplasia.&quot; Gastroenterology. 162 (4): 1056–1066",Wikipedia
wiki_64415394,Large width limits of neural networks,"models used in machine learning, and inspired by biological neural networks. They are the core component of modern deep learning algorithms. Computation",Wikipedia
wiki_148742,GeForce,"core design since Volta introduces AI deep learning acceleration, which allows the utilisation of DLSS (Deep Learning Super Sampling), a new form of anti-aliasing",Wikipedia
wiki_177668,Voronoi diagram,"Machine Learning (International ed.). McGraw-Hill. p. 233. ISBN 978-0-07-042807-2. Shenwai, Tanushree (2021-11-18). &quot;A Novel Deep Learning Technique",Wikipedia
wiki_37044578,Maluuba,"generation. Maluuba published a research paper learning dialogue policies with deep reinforcement learning. In 2016, Maluuba also freely released the Frames",Wikipedia
wiki_78148111,Model compression,"11851). Springer. p. 98-101. Davies, E. R. (2021). Advanced Methods and Deep Learning in Computer Vision (Computer Vision and Pattern Recognition). Academic",Wikipedia
wiki_23594316,Kunihiko Fukushima,"scientist, most noted for his work on artificial neural networks and deep learning. He is currently working part-time as a senior research scientist at",Wikipedia
wiki_68638960,OpenAI Codex (language model),"trained machine learning models could be considered modifiable source code or a compilation of the training data, and if machine learning models could themselves",Wikipedia
wiki_74070712,Music-evoked autobiographical memory,"in a precise manner. Deep learning has also been a tool that is used to study MEAMs. Deep learning, a subset of machine learning, involves training neural",Wikipedia
wiki_80223074,Recraft,"founded in 2022 by machine learning scientist Anna Veronika Dorogush, best known for co-creating the CatBoost machine learning library at Yandex. The company",Wikipedia
wiki_1670188,Backtracking line search,"points. In the setting of deep learning, saddle points are also prevalent, see Dauphin et al. (2014). Thus, to apply in deep learning, one needs results for",Wikipedia
wiki_506980,Congenital adrenal hyperplasia,from USC Keck School Of Medicine led a joint study in which they used deep learning technology to analyze the facial morphology and features of CAH patients,Wikipedia
wiki_77815635,Latent diffusion model,(2015-06-01). &quot;Deep Unsupervised Learning using Nonequilibrium Thermodynamics&quot; (PDF). Proceedings of the 32nd International Conference on Machine Learning. 37.,Wikipedia
wiki_2685999,Physical symbol system,"deep learning network, outperformed all other programs in classifying images on ImageNet by a substantial margin. In the years since, deep learning has",Wikipedia
wiki_83050970,Edge inference,"Edge inference is the process of running machine learning or deep learning models on local devices (edge devices) such as smartphones, IoT devices, embedded",Wikipedia
wiki_81016886,Kolmogorov–Arnold Networks,"London. hdl:10044/1/25456. Polar, A.; Poluektov, M. (2021). &quot;A deep machine learning algorithm for construction of the Kolmogorov–Arnold representation&quot;",Wikipedia
wiki_23322684,Speaker diarisation,"using large-scale GPU computing and methodological developments in deep learning. Sahidullah, Md; Patino, Jose; Cornell, Samuele; Yin, Ruiking; Sivasankaran",Wikipedia
wiki_81575455,Serkan Piantino,"doubled the speed and efficiency of artificial intelligence research. The deep-learning hardware, codenamed Big Sur, was designed in conjunction with Quanta",Wikipedia
wiki_57410739,SqueezeNet,"Caffe deep learning software framework. Shortly thereafter, the open-source research community ported SqueezeNet to a number of other deep learning frameworks",Wikipedia
wiki_30292772,Momenta,"formerly executive director of research and development at Chinese deep-learning and computer vision company SenseTime. In 2017, Mercedes-Benz Group",Wikipedia
wiki_75707583,Clement Farabet,field of deep learning. He served as a research scientist at the New York University. He serves as the Vice President of Research at Google DeepMind and,Wikipedia
wiki_61004524,Amazon SageMaker,"2019-06-09. Roumeliotis, Rachel (2018-03-07). &quot;How to jump start your deep learning skills using Apache MXNet&quot;. O&#039;Reilly. Retrieved 2019-06-09. Marquez",Wikipedia
wiki_18543448,Universal approximation theorem,Approximation Theorems for Differentiable Geometric Deep Learning&quot;. Journal of Machine Learning Research. 23 (196): 1–73. arXiv:2101.05390. Hecht-Nielsen,Wikipedia
wiki_42100593,Nvidia Tesla,"line competed with AMD&#039;s Radeon Instinct and Intel Xeon Phi lines of deep learning and GPU cards. Nvidia retired the Tesla brand in May 2020, reportedly",Wikipedia
wiki_360788,Backdoor (computing),"in backdoors have been demonstrated in deep generative models, reinforcement learning (e.g., AI GO), and deep graph models. These broad-ranging potential",Wikipedia
wiki_72885509,Dirk Englund,"photonic deep learning on the internet’s edge. Science 378, 270-276 (2022). https://doi.org/10.1126/science.abq8271 &quot;Optics Accelerates Deep Learning Computations",Wikipedia
wiki_72900340,Neural radiance field,NeRF algorithm represents a scene as a radiance field parametrized by a deep neural network (DNN). The network predicts a volume density and view-dependent,Wikipedia
wiki_42129549,OpenNN,"programming language which implements neural networks, a main area of deep learning research. The library is open-source, licensed under the GNU Lesser",Wikipedia
wiki_62510206,Merative,"with ensemble deep learning methods.,” J Am Med Inform Assoc, Aug. 2019. D. Zhou, L. Miao, and Y. He, “Position-aware deep multi-task learning for drug–drug",Wikipedia
wiki_56462922,Clarifai,(AI) company that specializes in computer vision and uses machine learning and deep neural networks to identify and analyze images and videos. Clarifai,Wikipedia
wiki_60008386,Model-free (reinforcement learning),"model-free (deep) RL algorithms are listed as follows: Sutton, Richard S.; Barto, Andrew G. (November 13, 2018). Reinforcement Learning: An Introduction",Wikipedia
wiki_71752682,Small object detection,"Therefore, it is mandatory to have smaller objects in the data set. Deep learning models have billions of neurons that settle down to some weights after",Wikipedia
wiki_58215795,Turing (microarchitecture),reflections Tensor (AI) cores artificial intelligence large matrix operations Deep Learning Super Sampling (DLSS) Nvidia Optical Flow Accelerator for video interpolation,Wikipedia
wiki_8190902,Anomaly detection,"video surveillance to enhance security and safety. With the advent of deep learning technologies, methods using Convolutional Neural Networks (CNNs) and",Wikipedia
wiki_22624363,Lucidworks,"companies to integrate LLMs and machine learning with search, deploying its first LLM in 2018 and deep learning recommenders as early as 2019. They are",Wikipedia
wiki_63513679,Neural network Gaussian process,uncertainty in a model&#039;s predictions. Deep learning and artificial neural networks are approaches used in machine learning to build computational models which,Wikipedia
wiki_65721675,Exploratory Science Center,"machine learning and genome mining approaches. This work included the development of an open source tool named DeepBGC, which provided a machine learning approach",Wikipedia
wiki_602401,Facial recognition system,facial recognition systems make increasing use of machine learning techniques such as deep learning. To enable human identification at a distance (HID) low-resolution,Wikipedia
wiki_49982604,Nvidia Drive,providing autonomous car and driver assistance functionality powered by deep learning. The platform was introduced at the Consumer Electronics Show (CES),Wikipedia
wiki_57222123,Batch normalization,"International Conference on Machine Learning - Volume 37, July 2015 Pages 448–456 Simonyan, Karen; Zisserman, Andrew (2014). &quot;Very Deep Convolutional Networks for",Wikipedia
wiki_58208826,GeForce RTX 20 series,"between rays cast; also another application of the Tensor cores is DLSS (deep learning super-sampling), a new method to replace anti-aliasing, by artificially",Wikipedia
wiki_61959187,OpenVINO,"open-source software toolkit developed by Intel for optimizing and deploying deep learning models. It supports several popular model formats and categories, such",Wikipedia
wiki_57915153,BAE Systems Tempest,"sixth-generation jet fighter incorporating several new technologies including deep learning AI, ability to fly unmanned, swarming drones, directed-energy weapons",Wikipedia
wiki_56173403,Deep image prior,"machine_learning_denoising See Astronomy Picture of the Day (APOD) of 2024-02-18 Ulyanov, Dmitry; Vedaldi, Andrea; Lempitsky, Victor (July 2020). &quot;Deep Image",Wikipedia
wiki_41916168,AlchemyAPI,AlchemyAPI was a software company in the field of machine learning. Its technology employed deep learning for various applications in natural language processing,Wikipedia
wiki_77372787,Ge Wang (scientist),computed tomography (CT) and artificial intelligence (AI) especially deep learning. He is the Clark &amp; Crossan Chair Professor of Biomedical Engineering,Wikipedia
wiki_49830146,Microsoft Cognitive Toolkit,"sometimes styled as The Microsoft Cognitive Toolkit, is a deprecated deep learning framework developed by Microsoft Research. Microsoft Cognitive Toolkit",Wikipedia
wiki_33520809,Theano (software),Free and open-source software portal Comparison of deep learning software Comparison of machine learning software Differentiable programming &quot;Release 3.2,Wikipedia
wiki_2937077,Image scaling,they are drawn on screen in a video game. Nvidia&#039;s deep learning super sampling (DLSS) uses deep learning to upsample lower-resolution images to a higher,Wikipedia
wiki_227021,Computer Go,"interest. The key insight proved to be an application of machine learning and deep learning. DeepMind, a Google acquisition dedicated to AI research, produced",Wikipedia
wiki_50551441,DeepArt,non-technical users to experiment with machine learning-generated artwork. The website became inaccessible by August 2022. DeepArt was developed as an online platform,Wikipedia
wiki_53736148,Larry Heck,"co-founder of the Microsoft Cortana Personal Assistant and his early work in deep learning for speech processing. Larry Heck was born in Havre, Montana. After",Wikipedia
wiki_12401047,Dysmorphic feature,recent years advances in computer vision have also resulted in several deep learning approaches that assist geneticists in the study of the facial gestalt,Wikipedia
wiki_80987871,List of C++ software and tools,"– template-based C++ classes developed by Microsoft Apache MXNet — deep learning framework Apache Xerces – parsing, validating, and serializing and manipulating",Wikipedia
wiki_1703661,Scale space,"of deep learning, there has also been work on also using Gaussian derivatives or Gaussian kernels as a general basis for receptive fields in deep networks",Wikipedia
wiki_23458925,Reverse image search,"Embeddings&quot;. Practical Deep Learning for Cloud, Mobile, and Edge. O&#039;Reilly Media. ISBN 9781492034865. Practical-Deep-Learning-Book source repository VHow",Wikipedia
wiki_44778625,Brendan Frey,"of disease. As far back as 1995, Frey co-invented one of the first deep learning methods, called the wake-sleep algorithm, the affinity propagation algorithm",Wikipedia
wiki_40678189,Bias–variance tradeoff,"In statistics and machine learning, the bias–variance tradeoff describes the relationship between a model&#039;s complexity, the accuracy of its predictions",Wikipedia
wiki_70138444,Christopher D. Manning,"Retrieval (2008), and his course CS224N Natural Language Processing with Deep Learning, which is available online. From 2002, Manning also pioneered the development",Wikipedia
wiki_27321681,Local outlier factor,"improved detection qualities in high dimensions. This is the first ensemble learning approach to outlier detection, for other variants see ref. Local Outlier",Wikipedia
wiki_4287389,Human image synthesis,real or other simulated film material. Towards the end of the 2010s deep learning artificial intelligence has been applied to synthesize images and video,Wikipedia
wiki_61835858,Conversica,"natural language processing, natural language generation, deep learning and machine learning. The Assistants are generally deployed alongside sales and",Wikipedia
wiki_10219559,Image meta search,"deep learning models, and multimodal AI systems that can interpret visual content directly. These systems employ computer vision and machine learning",Wikipedia
wiki_146539,Senescence,"biological age of different tissues or systems or overall. For example, a deep learning (DL) software using anatomic magnetic resonance images estimated brain",Wikipedia
wiki_57055637,Apptainer,"features make Apptainer increasingly useful in areas such as machine learning, deep learning and most data-intensive workloads where the applications benefit",Wikipedia
wiki_48813654,Sparse dictionary learning,Sparse dictionary learning (also known as sparse coding or SDL) is a representation learning method which aims to find a sparse representation of the input,Wikipedia
wiki_10667750,Reservoir computing,"computing framework towards deep learning, with the introduction of deep reservoir computing and of the deep echo state network (DeepESN) model allows to develop",Wikipedia
wiki_82047679,Dong Yu (computer scientist),"researcher, and engineer, known for his research in speech recognition, deep learning, and multi-modal artificial intelligence. He is a Fellow of the Association",Wikipedia
wiki_11098174,Structure of observed learning outcome,"assesses the depth and complexity of understanding, moving from surface to deep learning. Unlike Bloom&#039;s fixed hierarchical model, SOLO emphasizes a developmental",Wikipedia
wiki_80384414,AI engine,"support for AI-specific data types like bfloat16, a common data type for deep learning applications. The version retained the same vector processing capabilities",Wikipedia
wiki_787776,Curse of dimensionality,"in domains such as numerical analysis, sampling, combinatorics, machine learning, data mining and databases. The common theme of these problems is that",Wikipedia
